Year,ID,MapID,Input,Original_revised_to_uniform_VVL,MapID_Source.Local_Alias,Units,TrimRevisedOriginal,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL,QC_accrued,QC1,QCplus_minus,QC2,QC_tally,QC3
2013,201316,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,2480,
2013,201317,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,2297,0,108,0,0,0,0,0,0,0,0,75,2480,2480,TRUE,-2480,,0,TRUE
2013,201318,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2013,201319,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,0,0,61,0,44,144,633,0,0,0,0,0,882,882,TRUE,+882,,882,
2013,201320,,-,-The Park at River Walk,The Park at River Walk,AF,The Park at River Walk,0,0,0,0,44,100,103,0,0,0,0,0,247,247,TRUE,-247,,635,
2013,201321,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,635,
2013,201322,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,635,
2013,201323,,-,-North Lake Aera Park Turnout,North Lake Aera Park Turnout,AF,North Lake Aera Park Turnout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,635,
2013,201324,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,635,
2013,201325,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,635,
2013,201326,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,0,0,61,0,0,44,530,0,0,0,0,0,635,635,TRUE,-635,,0,TRUE
2013,201327,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2013,201328,2005,-,-River Loss: Bellevue Weir to ID#4 Boundary,River Loss: Bellevue Weir to ID#4 Boundary,AF,River Loss: Bellevue Weir to ID#4 Boundary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2013,201329,2006,-,-River Loss: ID#4 Boundary to 2800 Acres,River Loss: ID#4 Boundary to 2800 Acres,AF,River Loss: ID#4 Boundary to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2013,201330,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2013,201331,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2013,201332,,-,-Pioneer Central from 2800 Acres,Pioneer Central from 2800 Acres,AF,Pioneer Central from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2013,201333,,-,-Pioneer North from 2800 Acres,Pioneer North from 2800 Acres,AF,Pioneer North from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2013,201334,,-,-Kern Water Bank from 2800 Acres,Kern Water Bank from 2800 Acres,AF,Kern Water Bank from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2013,201335,,-,-Kern Water Bank Canal at Head,Kern Water Bank Canal at Head,AF,Kern Water Bank Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2013,201336,,-,-River Loss: 2800 Acres to Second Point,River Loss: 2800 Acres to Second Point,AF,River Loss: 2800 Acres to Second Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2013,201337,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,TRUE
2013,201338,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2014,201401,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,9993,8715,15053,18746,22939,24409,17693,14461,6006,8624,7012,10454,164105,164105,TRUE,+164105,,+164105,
2014,201402,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,156142,
2014,201403,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,202,698,1371,4058,3519,4260,6149,1686,1559,659,569,7124,31854,31854,TRUE,-31854,,124288,
2014,201404,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,9039,7406,13006,14033,18744,19494,10868,12099,3792,7289,5788,2654,124212,124212,TRUE,-124212,,76,TRUE
2014,201405,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,76,0,0,0,0,0,0,0,0,0,0,0,76,76,TRUE,=76,TRUE,76,
2014,201406,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,76,
2014,201407,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,0,3386,3715,3334,5038,458,0,0,0,0,0,0,15931,15931,TRUE,+15931,,16007,
2014,201408,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,16007,
2014,201409,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,0,771,1942,1980,3336,327,0,0,0,0,0,0,8356,8356,TRUE,-8356,,7651,
2014,201410,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,76,2615,1773,1354,1702,131,0,0,0,0,0,0,7651,7651,TRUE,-7651,,0,TRUE
2014,201411,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2014,201412,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2014,201413,1053,+,+Truxtun Lake to River,Truxtun Lake to River,AF,Truxtun Lake to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2014,201414,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2014,201415,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2014,201416,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2014,201417,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,TRUE
2014,201418,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2014,201419,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,0,0,0,0,60,111,75,65,0,250,32,156,749,749,TRUE,+749,,749,
2014,201420,,-,-The Park at River Walk,The Park at River Walk,AF,The Park at River Walk,0,0,0,0,60,83,75,65,0,52,32,111,478,478,TRUE,-478,,271,
2014,201421,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,271,
2014,201422,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,271,
2014,201423,,-,-North Lake Aera Park Turnout,North Lake Aera Park Turnout,AF,North Lake Aera Park Turnout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,271,
2014,201424,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,271,
2014,201425,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,271,
2014,201426,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,0,0,0,0,0,28,0,0,0,198,0,45,271,271,TRUE,-271,,0,TRUE
2014,201427,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2014,201428,2005,-,-River Loss: Bellevue Weir to ID#4 Boundary,River Loss: Bellevue Weir to ID#4 Boundary,AF,River Loss: Bellevue Weir to ID#4 Boundary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2014,201429,2006,-,-River Loss: ID#4 Boundary to 2800 Acres,River Loss: ID#4 Boundary to 2800 Acres,AF,River Loss: ID#4 Boundary to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2014,201430,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2014,201431,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2014,201432,,-,-Pioneer Central from 2800 Acres,Pioneer Central from 2800 Acres,AF,Pioneer Central from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2014,201433,,-,-Pioneer North from 2800 Acres,Pioneer North from 2800 Acres,AF,Pioneer North from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2014,201434,,-,-Kern Water Bank from 2800 Acres,Kern Water Bank from 2800 Acres,AF,Kern Water Bank from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2014,201435,,-,-Kern Water Bank Canal at Head,Kern Water Bank Canal at Head,AF,Kern Water Bank Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2014,201436,,-,-River Loss: 2800 Acres to Second Point,River Loss: 2800 Acres to Second Point,AF,River Loss: 2800 Acres to Second Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2014,201437,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,TRUE
2014,201438,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2015,201501,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,9862,10477,13958,13482,16506,18809,13932,4247,2384,5714,8920,11387,129678,129678,TRUE,+129678,,+129678,
2015,201502,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,121715,
2015,201503,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,1648,998,1174,272,246,1821,1706,440,226,0,3628,6432,18591,18591,TRUE,-18591,,103124,
2015,201504,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,7511,8836,12108,12555,15584,16333,11550,3130,1503,5038,4637,3138,101923,101923,TRUE,-101923,,1201,TRUE
2015,201505,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,27,32,0,0,0,0,0,1,0,0,0,1141,1201,1201,TRUE,=1201,TRUE,1201,
2015,201506,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,1201,
2015,201507,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,1201,
2015,201508,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,1201,
2015,201509,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,1201,
2015,201510,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,27,32,0,0,0,0,0,1,0,0,0,690,750,750,TRUE,-750,,451,TRUE
2015,201511,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,0,0,0,0,0,0,0,0,0,0,0,451,451,451,TRUE,=451,TRUE,451,
2015,201512,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,451,
2015,201513,1053,+,+Truxtun Lake to River,Truxtun Lake to River,AF,Truxtun Lake to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,451,
2015,201514,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,451,
2015,201515,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,451,
2015,201516,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,451,
2015,201517,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,0,0,0,0,0,0,0,0,0,0,0,451,451,451,TRUE,-451,,0,TRUE
2015,201518,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2015,201519,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,258,85,80,0,0,0,0,0,0,0,0,0,423,423,TRUE,+423,,423,
2015,201520,,-,-The Park at River Walk,The Park at River Walk,AF,The Park at River Walk,83,44,24,0,0,0,0,0,0,0,0,0,151,151,TRUE,-151,,272,
2015,201521,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,272,
2015,201522,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,272,
2015,201523,,-,-North Lake Aera Park Turnout,North Lake Aera Park Turnout,AF,North Lake Aera Park Turnout,16,0,0,0,0,0,0,0,0,0,0,0,16,16,TRUE,-16,,256,
2015,201524,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,256,
2015,201525,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,256,
2015,201526,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,159,41,56,0,0,0,0,0,0,0,0,0,256,256,TRUE,-256,,0,TRUE
2015,201527,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2015,201528,2005,-,-River Loss: Bellevue Weir to ID#4 Boundary,River Loss: Bellevue Weir to ID#4 Boundary,AF,River Loss: Bellevue Weir to ID#4 Boundary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2015,201529,2006,-,-River Loss: ID#4 Boundary to 2800 Acres,River Loss: ID#4 Boundary to 2800 Acres,AF,River Loss: ID#4 Boundary to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2015,201530,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2015,201531,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2015,201532,,-,-Pioneer Central from 2800 Acres,Pioneer Central from 2800 Acres,AF,Pioneer Central from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2015,201533,,-,-Pioneer North from 2800 Acres,Pioneer North from 2800 Acres,AF,Pioneer North from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2015,201534,,-,-Kern Water Bank from 2800 Acres,Kern Water Bank from 2800 Acres,AF,Kern Water Bank from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2015,201535,,-,-Kern Water Bank Canal at Head,Kern Water Bank Canal at Head,AF,Kern Water Bank Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2015,201536,,-,-River Loss: 2800 Acres to Second Point,River Loss: 2800 Acres to Second Point,AF,River Loss: 2800 Acres to Second Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2015,201537,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,TRUE
2015,201538,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2016,201601,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,17867,18512,22278,20557,24143,41677,43886,32221,11841,10641,8912,12210,264745,264745,TRUE,+264745,,+264745,
2016,201602,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,633,676,655,676,655,676,676,655,676,655,676,7985,7985,TRUE,-7985,,256760,
2016,201603,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,7182,7111,4336,2832,6264,9318,14477,12845,2348,1212,2317,8924,79166,79166,TRUE,-79166,,177594,
2016,201604,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,10009,10768,16326,17032,17102,31615,28082,18670,8838,8630,5940,2610,175622,175622,TRUE,-175622,,1972,TRUE
2016,201605,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,0,0,940,38,101,89,651,30,0,123,0,0,1972,1972,TRUE,=1972,TRUE,1972,
2016,201606,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,1972,
2016,201607,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,0,0,1670,4560,5502,5892,5988,6270,5486,5182,984,0,41534,41534,TRUE,+41534,,43506,
2016,201608,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,0,0,0,0,0,0,232,0,0,0,0,0,232,232,TRUE,-232,,43274,
2016,201609,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,0,0,0,2434,3479,4381,4697,4582,3862,3550,655,0,27640,27640,TRUE,-27640,,15634,
2016,201610,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,0,0,2358,2164,2124,1600,1710,1718,1624,1755,329,0,15382,15382,TRUE,-15382,,252,TRUE
2016,201611,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,0,0,252,0,0,0,0,0,0,0,0,0,252,252,TRUE,=252,TRUE,252,
2016,201612,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,252,
2016,201613,1053,+,+Truxtun Lake to River,Truxtun Lake to River,AF,Truxtun Lake to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,252,
2016,201614,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,252,
2016,201615,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,0,0,0,0,0,0,0,0,0,561,0,561,561,TRUE,+561,,813,
2016,201616,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,813,
2016,201617,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,0,0,252,0,0,0,0,0,0,0,561,0,813,813,TRUE,-813,,0,TRUE
2016,201618,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2016,201619,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,145,222,877,1389,1210,214,395,138,119,111,0,67,4887,4887,TRUE,+4887,,4887,
2016,201620,,-,-The Park at River Walk,The Park at River Walk,AF,The Park at River Walk,105,222,113,153,238,170,123,123,119,111,0,67,1544,1544,TRUE,-1544,,3343,
2016,201621,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,3343,
2016,201622,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,3343,
2016,201623,,-,-North Lake Aera Park Turnout,North Lake Aera Park Turnout,AF,North Lake Aera Park Turnout,0,0,117,109,69,0,18,0,0,0,0,0,313,313,TRUE,-313,,3030,
2016,201624,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,3030,
2016,201625,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,135,173,147,0,0,0,0,0,0,0,455,455,TRUE,-455,,2575,
2016,201626,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,40,0,371,621,413,44,254,15,0,0,0,0,1758,1758,TRUE,-1758,,817,TRUE
2016,201627,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,0,0,141,333,343,0,0,0,0,0,0,0,817,817,TRUE,=817,TRUE,817,
2016,201628,2005,-,-River Loss: Bellevue Weir to ID#4 Boundary,River Loss: Bellevue Weir to ID#4 Boundary,AF,River Loss: Bellevue Weir to ID#4 Boundary,0,0,141,333,343,0,0,0,0,0,0,0,817,817,TRUE,-817,,0,
2016,201629,2006,-,-River Loss: ID#4 Boundary to 2800 Acres,River Loss: ID#4 Boundary to 2800 Acres,AF,River Loss: ID#4 Boundary to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2016,201630,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2016,201631,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
2016,201632,,-,-Pioneer Central from 2800 Acres,Pioneer Central from 2800 Acres,AF,Pioneer Central from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2016,201633,,-,-Pioneer North from 2800 Acres,Pioneer North from 2800 Acres,AF,Pioneer North from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2016,201634,,-,-Kern Water Bank from 2800 Acres,Kern Water Bank from 2800 Acres,AF,Kern Water Bank from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2016,201635,,-,-Kern Water Bank Canal at Head,Kern Water Bank Canal at Head,AF,Kern Water Bank Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2016,201636,,-,-River Loss: 2800 Acres to Second Point,River Loss: 2800 Acres to Second Point,AF,River Loss: 2800 Acres to Second Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
2016,201637,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,TRUE
2016,201638,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
2017,201701,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,55293,130867,275099,259497,314830,320198,240055,104081,60871,64203,25015,21707,1871716,1871716,TRUE,+1871716,,+1871716,
2017,201702,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,1863753,
